"category","slug","url"
"leveling","hunter","https://www.warcrafttavern.com/wow-classic/guides/hunter-leveling-guide/"
"leveling","mage","https://www.warcrafttavern.com/wow-classic/guides/mage-leveling-guide/"
"leveling","paladin","https://www.warcrafttavern.com/wow-classic/guides/paladin-leveling-guide/"
"leveling","priest","https://www.warcrafttavern.com/wow-classic/guides/priest-leveling-guide/"
"leveling","rogue","https://www.warcrafttavern.com/wow-classic/guides/rogue-leveling-guide/"
"leveling","shaman","https://www.warcrafttavern.com/wow-classic/guides/shaman-leveling-guide/"
"leveling","warlock","https://www.warcrafttavern.com/wow-classic/guides/warlock-leveling-guide/"
"leveling","warrior","https://www.warcrafttavern.com/wow-classic/guides/warrior-leveling-guide/"
,,
"events","darkmoon-faire","https://www.warcrafttavern.com/wow-classic/guides/darkmoon-faire/"
"events","stranglethorn-vale-fishing-extravaganza","https://www.warcrafttavern.com/wow-classic/guides/stranglethorn-vale-fishing-extravaganza/"
"events","noblegarden","https://www.warcrafttavern.com/wow-classic/guides/noblegarden/"
"events","childrens-week","https://www.warcrafttavern.com/wow-classic/guides/childrens-week/"
"events","harvest-festival","https://www.warcrafttavern.com/wow-classic/guides/harvest-festival/"
"events","love-is-in-the-air","https://www.warcrafttavern.com/wow-classic/guides/love-is-in-the-air/"
"events","lunar-festival","https://www.warcrafttavern.com/wow-classic/guides/lunar-festival/"
"events","midsummer-fire-festival","https://www.warcrafttavern.com/wow-classic/guides/midsummer-fire-festival/"
"events","hallows-end","https://www.warcrafttavern.com/wow-classic/guides/hallows-end/"
"events","winter-veil","https://www.warcrafttavern.com/wow-classic/guides/winter-veil/"
"events","scourge-invasion-event","https://www.warcrafttavern.com/wow-classic/guides/scourge-invasion-event/"
,,
"exploration","hidden-special-vendor","https://www.warcrafttavern.com/wow-classic/guides/hidden-special-vendor/"
"exploration","how-to-get-to-moonglade","https://www.warcrafttavern.com/wow-classic/guides/how-to-get-to-moonglade/"
"exploration","how-to-get-to-searing-gorge","https://www.warcrafttavern.com/wow-classic/guides/how-to-get-to-searing-gorge/"
"exploration","how-to-get-to-silithus","https://www.warcrafttavern.com/wow-classic/guides/how-to-get-to-silithus/"
"exploration","how-to-get-to-winterspring","https://www.warcrafttavern.com/wow-classic/guides/how-to-get-to-winterspring/"
"exploration","how-to-get-to-ashenvale","https://www.warcrafttavern.com/wow-classic/guides/how-to-get-to-ashenvale/"
"exploration","yowler-location","https://www.warcrafttavern.com/wow-classic/guides/yowler/"
"exploration","yojamba-isle","https://www.warcrafttavern.com/wow-classic/guides/yojamba-isle/"
"exploration","yorus-barleybrew","https://www.warcrafttavern.com/wow-classic/guides/yorus-barleybrew/"
"exploration","reach-stormwind-as-a-night-elf","https://www.warcrafttavern.com/wow-classic/guides/how-to-reach-stormwind-as-a-night-elf/"
"exploration","breathe-underwater","https://www.warcrafttavern.com/wow-classic/guides/how-to-breathe-underwater/"
